summary,type,category
a pleasant stay at this hotel for 2 nights very comfortable with soft pillow although have a fake window bedroom but not a problem for me quite convenient walk to bts mrt station staffs was friendly and helpful will stay again when i am back to bangkok,ServiceReviews,1
a potentially scary night was transformed into comfortable luxury,ServiceReviews,1
a quiet location on the beach with a crystal clear pool,LocationReviews,0
a quiet resort for those who would like a jungle experience,LocationReviews,0
a quite and extremely clean room to stay,ServiceReviews,1
a really beautiful spot just a few minutes walk from bang sare main street,LocationReviews,0
a really nice boutique hotel away from the densely populated areas the hotel is very clean and the staff is exceptionally nice,ServiceReviews,1
a really nice family run place,LocationReviews,0
a really nice place,LocationReviews,0
a really nice place good quality to price ratio,LocationReviews,0
a really welcoming and relaxing place to stay,LocationReviews,0
a restaurant is located next door and breakfast is included in the price,LocationReviews,0
a room with sea view with balcony,LocationReviews,0
a safe place near the tha phae gate near the market,LocationReviews,0
a short 15 20 minute walk from the front door of the international terminal,LocationReviews,0
a short walk from the sukhumvit mrt station exit 1,LocationReviews,0
a short walk or red taxi ride to the old town where plenty happens,LocationReviews,0
a short walk to khao san and at night its quiet,LocationReviews,0
a short walk to tha phae gate,LocationReviews,0
a short walk to the beach from the property,LocationReviews,0
a simple breakfast is at the other side of the street,LocationReviews,0
a small family owned business with exceptional service,ServiceReviews,1
a small hidden gem,LocationReviews,0
a small hotel in the on trend nimman area off the main drag so it is a bit quieter although the beer bar 3 doors down was closed for rainy season,LocationReviews,0
a small kozy resort at a good location owned by craig and his family who really welcomes you when you arrive to the hotel,LocationReviews,0
a small pool and a reception area,ServiceReviews,1
a staff brought us to an already occupied table,ServiceReviews,1
a staff she is rude and not helpful at all,ServiceReviews,1
a stones throw from the very busy patong beach,LocationReviews,0
a superb hotel on a beautiful beach,LocationReviews,0
a taxi ride from sairee beach,LocationReviews,0
a very clean,ServiceReviews,1
a very convenient to roam around for food and coffee,ServiceReviews,1
a very cute chill spot,LocationReviews,0
a very good hotel and service provided to guests,ServiceReviews,1
a very good location with spacious rooms but that is it nothing else it would make you to choose this 4 hotel a very big mess and absolutely dirty and old hotel excepting the ants form every morning breakfast and the bugs that you can hunt in the room,LocationReviews,0
a very good place for relaxation,LocationReviews,0
a very good place in the beach,LocationReviews,0
a very good place stay that is of good value and nice located in chiang mai,LocationReviews,0
a very nice hotel and very clean,ServiceReviews,1
a very nice place to stay and a great value,LocationReviews,0
a very nice pool just in front of the bungalow,ServiceReviews,1
a very quiet area close to bang saray beach,LocationReviews,0
a very relaxing place in bangkok,LocationReviews,0
a very restful place to stay,LocationReviews,0
a very short walk from the beach,LocationReviews,0
a wonderful location,LocationReviews,0
a wonderful location for exploring the old city,LocationReviews,0
a wonderful place to stay in kamala beach the rooms were spotless and the location couldn t be better,LocationReviews,0
aahhh dont forget to bring your toothbrush and toothpaste because the hotel does not provided you the hotel is old but thanks god its clean,ServiceReviews,1
about 10 15 minutes to don mueang airport by taxi depends on traffic condition,LocationReviews,0
about 10 minutes from town,LocationReviews,0
about 20 30 mins walk to city center,LocationReviews,0
about 5 min walk from huai kwang bts station,LocationReviews,0
about 5 minutes walk from the pier,LocationReviews,0
about 8 minutes walk to the river taxi,LocationReviews,0
about a 15 min walk to pattaya walking street and a 2 min walk to the main road from where you can get the tuk tuks for 10 baht a person,LocationReviews,0
about a 2 minute drive from the airport,LocationReviews,0
about a 20 minute walk from koh san road or catch the boat to china town etc,LocationReviews,0
about a 30 minutes drive out of pattaya,LocationReviews,0
about a 5 10 minute walk in to town and restaurants,LocationReviews,0
about loccation only few minutes walk from bts phlone chit,LocationReviews,0
about the room air condition does not work so i asked to change the room but they said to me cannot change it is make me think why,ServiceReviews,1
absolute terrible service,ServiceReviews,1
absolutely beautiful hotel tucked away right in the forest,LocationReviews,0
absolutely clean and fragrance,ServiceReviews,1
absolutely love this place,LocationReviews,0
absolutely loved it luxury in the middle of a jungle,LocationReviews,0
absolutely loved this place it is like a big family,LocationReviews,0
absolutely perfect place to explore the city,LocationReviews,0
access to beach road as well as second road,LocationReviews,0
accommodation very clean with such kind caring staff,ServiceReviews,1
accomodation either in resort or guest house represents great value and always clean,ServiceReviews,1
across from the main land only 5 minnutes and you will find a peaceful island like this coconut island,LocationReviews,0
across the road from the beach and 2 minutes from restaurants,LocationReviews,0
across the street from klong nim beach,LocationReviews,0
add that to the excellent restaurant downstairs serving european and thai food and you ve got a recipe for a great getaway i will be back,ServiceReviews,1
added bonus is a very attractive pool on the rooftop,ServiceReviews,1
adult friendly hotel in an excellent location both ao nang and noppharat thara beaches are in a walking distance,LocationReviews,0
aesthetic and extremely clean,ServiceReviews,1
after 2 nights we moved back to the lanta miami resort with a room and pool,ServiceReviews,1
after 3 months of travel i can safely say this is hands down the nicest place we have stayed in and at a very reasonable price,LocationReviews,0
after 5 months of travel this was the most welcoming and homely place that we have stayed,LocationReviews,0
after a long hours driving from southern island back to bangkok,LocationReviews,0
after a long searching we decided to stay in kata area and ibis phuket kata were our first choice,LocationReviews,0
after a long trip there from bangkok we were met with such warmth and kindness from the staff especially sebastian he offered us food even though the kitchen had closed,ServiceReviews,1
after a long walk along the old city,LocationReviews,0
after a very long day driving from kamphaeng phet,LocationReviews,0
after all my view is the following the bungalows are spacious and have very comfortable beds and facilities,LocationReviews,0
after check out it seemed to the staff that 3 towels were lost and they decided to check our luggage,ServiceReviews,1
after checking in we figured our room has not been cleaned after the last guests and dirty towels still hung in the bathroom,ServiceReviews,1
after crossing the very busy road outside you walk 400 yds to a lovely beach with free beds,LocationReviews,0
after just one day here we asked to extend our three night stay to 5 nights the hosts have been super helpful about local information and very accommodating of any needs,LocationReviews,0
after midnight the reception lady staff and 2 friends of her had a little party and talked loudly,ServiceReviews,1
after my busy day of meeting,LocationReviews,0
after my usual place to stay,LocationReviews,0
after reading reviews about this place i was open minded,LocationReviews,0
after staying at a hostel by kata beach for a few days my friend and i decided to move up to be closer to patong beach,LocationReviews,0
after staying in another location in chiang mai we did not expect much from sarabu but when we arrived we were very pleased,LocationReviews,0
after termimal 21 is built near here,LocationReviews,0
after that my friend g t his room and i wanted to go to bathroom before we left the hostel,ServiceReviews,1
after touring thailand this was the perfect hotel for some relaxation the staff was friendly,ServiceReviews,1
after traveling all day to this destination we decided to stay here but not before turning around from another nearby hotel see review,LocationReviews,0
after visit mae nam beach we find this resort for 1 week,LocationReviews,0
after walking around china town for a couple of hours,LocationReviews,0
afterwards we found out that this is the most expensive accommodation on this stretch of beach,LocationReviews,0
air con kept turning off fridge in room extremely loud couldn t sleep all night big gaps in doors staff not courteous being extremely loud through the night and cleaners very loud also tv did not work,ServiceReviews,1
air condition is very noisy,ServiceReviews,1
air condition which we recommend,ServiceReviews,1
air conditioning works great staff is very kind not fluent english,ServiceReviews,1
aircon,ServiceReviews,1
aircon,ServiceReviews,1
aircon cools down the room quickly in the peak of summer,ServiceReviews,1
aircon didnt work and loose fittings in the bathroom,ServiceReviews,1
aircon filters had,ServiceReviews,1
aircon good quiet with low fan setting and temperature control was accurate,ServiceReviews,1
aircon is quiet and easily controlled from the bed side console,ServiceReviews,1
aircon is very good,ServiceReviews,1
aircon ok no safe deposit box bed slightly firm but ok bathroom ok no coffee hot water maker no lift overall ok but without safe deposit box staff ok i wwould not go back,ServiceReviews,1
aircon was great,ServiceReviews,1
aircon was workin good and silent,ServiceReviews,1
aircon worked nicely did not blow directly to my face during night and the fridge downstrairs was in our use,ServiceReviews,1
aircondition,ServiceReviews,1
aircondition and seaview,ServiceReviews,1
akyra manor has the most amazing rooftop pool,ServiceReviews,1
all bedrooms are spacious,ServiceReviews,1
all facilities available,ServiceReviews,1
all facilities like room service,ServiceReviews,1
all light is closed and only 2 staff,ServiceReviews,1
all located oppsite the road in a tropical garden,LocationReviews,0
all members of staff were cheerful and only too pleased to make our stay as friendly and trouble free as possible,ServiceReviews,1
all of the staff are the most friendly and helpful people,ServiceReviews,1
all of the staff from managers to,ServiceReviews,1
all of the staff were pleasant and helpful,ServiceReviews,1
all reviews will say that it is well located yup that is true it is just beside the night market plenty of restaurant and bars as well the hotel is nice and clean and also adequate for it is price hard rock cafe is quite near as well for me,LocationReviews,0
all rooms are a decent size with good bathroom and large patio,ServiceReviews,1
all rooms are clean and nice,ServiceReviews,1
all rooms are large with attached bathrooms,ServiceReviews,1
all rooms are next to a very busy road and a on ramp for the road onto the bridge,LocationReviews,0
all service was far beyond my expectations and i miss the people,ServiceReviews,1
all shown in advertisement is actually what you get in reality we stayed at 6th floor with great view,LocationReviews,0
all staff a,ServiceReviews,1
all staff are excellent but,ServiceReviews,1
all staff are lovely and,ServiceReviews,1
all staff are nice and friendly,ServiceReviews,1
all staff as well smile and friendly,ServiceReviews,1
all staff great and professional very clean place very reasonable prices with great offers for sure one of the best places to go for wide selection of massages,ServiceReviews,1
all staff had excellent english speaking abilities addressed any questions quickly,ServiceReviews,1
all staff members are so co operative and helpful for your all need and questions and breakfast is also testy and healthy,ServiceReviews,1
all staff was attentive,ServiceReviews,1
all staff were nice,ServiceReviews,1
all the little details made this place feel much like home,LocationReviews,0
all the necessary accessories are well in place,LocationReviews,0
all the rooms in this resorts are facing to the swimming pool area,ServiceReviews,1
all the rooms were clean,ServiceReviews,1
all the staff are helpful and always smiling,ServiceReviews,1
all the staff at the hotel was so friendly and helpful,ServiceReviews,1
all the staff here is amazing from start to finish moo was super accommodating and made you feel like family from the second i arrived the rooms here are clean and simple,ServiceReviews,1
all the staff is very friendly,ServiceReviews,1
all the staff is willing to assist you and worried to make you feel at home,ServiceReviews,1
all the staff we have come in contact with have been wonderful from the front of house the house keeping the bar staff and the restaurant,ServiceReviews,1
all the staff were good to me and very helpful,ServiceReviews,1
all the staff were very helpful,ServiceReviews,1
all the staff were warm,ServiceReviews,1
all very clean,ServiceReviews,1
all very clean and modern,ServiceReviews,1
all was just perfect very good location in baan tai just by the main road,LocationReviews,0
all we wanted was a comfortable bed and a decent breakfast,ServiceReviews,1
almost a 360degree view and peace and quiet,LocationReviews,0
also bathroom is very comfortable,ServiceReviews,1
also close to bangkok hospital,LocationReviews,0
also easy to get any location in bkk by bts,LocationReviews,0
also good street food,LocationReviews,0
also large modern shower which was very much appreciated after our last place had a terrible shower,LocationReviews,0
also near the nana skytrain station that i can move around bangkok easily,LocationReviews,0
also short walk to the beach and the starbucks the backdrop of the cliff is picturesque and they have 3,LocationReviews,0
also the kata noi beach,LocationReviews,0
also the music from the nearby places are so loud and they continue overnight,LocationReviews,0
also the night market across the road makes the rooms extremely noisy at night and makes it difficult to get to sleep if you,LocationReviews,0
also the sky train is just a few minutes walk and gets you around the city very quickly,LocationReviews,0
also the very good location at the silum road was important for us,LocationReviews,0
also walking distance to mbk center and bts skytrain,LocationReviews,0
also within a short walk to the night bazaar and old town,LocationReviews,0
although a budget hotel the rooms are a good size and very comfortable and clean,ServiceReviews,1
although basic the lodges have everything you need for a comfortable stay,ServiceReviews,1
although it was very wet and the pool filter broke down it in no way impaired our experience at lanna and its wonderful staff,ServiceReviews,1
although it would require you to take at least a 20 min walk to the nearest bts,LocationReviews,0
although located in the center of rawai and with the roller 5 minutes away from the beach,LocationReviews,0
although located on a busy road we were not disturbed by traffic,LocationReviews,0
although near a very busy part the hotel is a bit from the main road and very quiet,LocationReviews,0
although the hotel has a good location,LocationReviews,0
although the hotel is a bit tired it is spotlessly clean and the staff from front desk to the cleaners are very friendly and helpful,ServiceReviews,1
although the location of the property is not correct in the description,LocationReviews,0
although the walk to the bar area is short it cannot be done in heels and is dangerous due to traffic and the construction work on the main road,LocationReviews,0
although they offer no food service there are plenty of good places to go very close by and the friendly management and,ServiceReviews,1
although we could not do much as it kept raining and most of the water sports were closed but it was a curse in boon as we got ample opportunity to relax and lazy around,LocationReviews,0
although we provided him the address stated on the agoda receipt,LocationReviews,0
although we stopped there on our way back from the old city,LocationReviews,0
always happy with the lovely service and food,ServiceReviews,1
always ready to help us and provide the best service wheter it was in the spa area,ServiceReviews,1
always spotlessly clean,ServiceReviews,1
always very clean,ServiceReviews,1
am been to this hotel 3 times not far from central shopping near by have 7 11 breakfast was good buffet good qulity also parking car security reception good welcome good for one night stop to koh samui or suratthani airport,LocationReviews,0
amazing and friendly service,ServiceReviews,1
amazing experience in a paradise place,LocationReviews,0
amazing food and absolutely great service def try the caramel pork and yum woon sen great fusion food and great service with a smile,ServiceReviews,1
amazing hostel in a stunning location had a lot of fun,LocationReviews,0
amazing hostel with clean room and bathroom,ServiceReviews,1
amazing location,LocationReviews,0
amazing location even though not on the beach,LocationReviews,0
amazing place,LocationReviews,0
amazing place in a great location,LocationReviews,0
amazing place it is,LocationReviews,0
amazing place nothing bad at all location is great apartment was amazing,LocationReviews,0
amazing place to stay,LocationReviews,0
amazing place walking distance to the beach,LocationReviews,0
amazing resort on karon beach with lush surroundings and orchid gardens,LocationReviews,0
amazing sea wonderful holiday i had there,LocationReviews,0
amazing service for the staff reception or cleaning villas are just splendid with private pool,ServiceReviews,1
amazing staff,ServiceReviews,1
amazing view,LocationReviews,0
amazing views over chalong bay,LocationReviews,0
amazing villas i really loved the pool and was in it all the time,ServiceReviews,1
ambassador city jomtien pattaya thailand is full board providing of many things with a nice staff and good food both breakfast and gala buffet dinner on the large space of countdown night venue,LocationReviews,0
an absolutely beautiful hotel with it is own private beach and stunning views,LocationReviews,0
an absolutely lovely hostel situated right near some of the best temples in bangkok,LocationReviews,0
an affordable hotel that offers everything you need friendly staff,ServiceReviews,1
an amazing find and so glad we paid a little extra for the private sun terrace fantastic views of the beach and out to sea the were fantastic and very courteous and helpful snacks at the restaurant were fine as were the breakfast choices,LocationReviews,0
an amazing place,LocationReviews,0
an awesome place to stay in bangkok for budget travelers,LocationReviews,0
an easy 5 minute walk to the beach and main road shops,LocationReviews,0
an excellent place to stay in every regard,LocationReviews,0
an excellent place to stay right on a good swimming beach,LocationReviews,0
an excellent place to stay with spacious rooms with all amenities,LocationReviews,0
an excellent serviced apartment hotel,ServiceReviews,1
an expertly run hotel resort famous thai hospitality friendliness exquisite location one of the best hotel and holiday experiences my family has ever had,LocationReviews,0
an ideal place for relaxation and rest hammock paradise,LocationReviews,0
an open plan staircase leads upstairs to the large bedroom with separate shower and toilet,ServiceReviews,1
and 1 bedroom and bathroom downstairs,ServiceReviews,1
and a 5 10min walk from bangla road,LocationReviews,0
and a short drive downtown or to the airport,LocationReviews,0
and apparently it s also an hotel who would have known had breakfast and lunch here and asked for a medium spiced thai dish and did they deliver excellent service and the kind of smiles you expect when coming to thailand,ServiceReviews,1
and drove me personally to my next destination such kind people,LocationReviews,0
and even though the room was big and you had your own private pool and the staff were nice,ServiceReviews,1
and i got help from staff for hot water to release my pain from swelling hand so good mike bangkok asia travel bangkok van transfer services bvts,ServiceReviews,1
and i just prayed i hadn t been cat fished by photos when booking it s slightly up street from the hustle and bustle of the walking street of bo phut which was a bonus,LocationReviews,0
and i was not disappointed as it is not on the beach which means across the road from,LocationReviews,0
and it came with a bonus couch and own bathroom they gave us free water and there was even an extra 2 lobby bathrooms that were never in use,ServiceReviews,1
and it had breakfast included it was clean,ServiceReviews,1
and it s right next to the beach where you could find a lot of great restaurants and a nice atmosphere,LocationReviews,0
and it was a pleasure the bungalows aware big and clean and the aircon works,ServiceReviews,1
and it will not be the last it is a wonderful place to relax and recharge the batteries,LocationReviews,0
and located strategically near major destinations of the city,LocationReviews,0
and located very near dusit zoo,LocationReviews,0
and of course you get a private bedroom with large bed and private bathroom,ServiceReviews,1
and pretty close to the central stuff in the city too,LocationReviews,0
and room service was awesome,ServiceReviews,1
and rooms are clean and have all the basic facilities which are required,ServiceReviews,1
and staff are nice only aircon a bit old and not work good,ServiceReviews,1
and the location is very pleasant with plenty of greenery and ocean views,LocationReviews,0
and the receptionist talks very good english,ServiceReviews,1
and the sea view restaurant overlooking the infinity pool was fairly priced and offered a nice range of american european thai,LocationReviews,0
andaman white beach resort lies on the western coast of phuket,LocationReviews,0
andara is the best place to stay in phuket hands down,LocationReviews,0
anil dhiman was the supervisor for night he was very helpful and welcoming will be eating here again love this place amazing,LocationReviews,0
another real gem that i am reluctant to reveal because it will make it harder for me to get a booking next time i visit bkk,LocationReviews,0
aone beach pattaya is one of the wings of a one hotel,LocationReviews,0
apart from that the staff are very friendly and,ServiceReviews,1
apartelle jatujak hotel is one of those hotels you will not consider if quick access to mrt or bts dominates your preferences,LocationReviews,0
apartments are clean and well maintained inside and out,ServiceReviews,1
area is more relaxed and less hectic than those closer to the city centre,LocationReviews,0
area is very quiet,LocationReviews,0
arrived at 21 30 9 30pm and were met by the friendly reception staff,ServiceReviews,1
arrived at 9pm on a saturday and we didn t see one staff member,ServiceReviews,1
arrived early and the staff informed that the room will be ready at 2pm and he will call,ServiceReviews,1
arrived from bangkok airport via airport rail link then change to bts sky train at phaya thai alight at ratchathewi station with 2 28 luggage,LocationReviews,0
as a family travelling with young children i would recommend the location,LocationReviews,0
as a guest of the hostel you are also allowed to chill at the sister resort manta pavilion s pool,LocationReviews,0
as far as location goes,LocationReviews,0
as i said above this place is cheap and out of the way from the hustle and bustle of patong,LocationReviews,0
as it is right in the center of the nightlife and a walk to the beach,LocationReviews,0
as long as you rent a bicycle from one of the better rental companies such as cacti you will have access to 95 of this city,LocationReviews,0
as many other visitors my comment will be to say that it is a pity to see such a nice place without better maintenance,LocationReviews,0
as mentioned by previous guests the place looks fantastic,LocationReviews,0
as other people have stated,LocationReviews,0
as quoted by many travelers the place needs a total refurb,LocationReviews,0
as some people mentioned the space in the room is quite limited,LocationReviews,0
as the place was quite new,LocationReviews,0
as the title says its a real nice place just in an unfortunate location then again if you rent out a moped its only a 5 minute drive to the beach and main areas,LocationReviews,0
as we were shown to the room we saw that the pool did not look so clean and the circulation filter system was not on,ServiceReviews,1
as well as being a result this place has a bar and restaurant open to non residents,LocationReviews,0
as well as building sites the rooms we had were on a very busy road with lots of idiots on bikes,LocationReviews,0
aside from the view of the riverfront,LocationReviews,0
at sleep walk hostel is so good location,LocationReviews,0
at the beginning of beach path to go to the middle of kamala beach where are plenty of bar and restaurants at the night,LocationReviews,0
at the first look room seemed clean and allright,ServiceReviews,1
at the first night we were a bit discouraged by the steep hill we had to walk up,LocationReviews,0
at the risk of sounding arrogant,LocationReviews,0
attentive staff,ServiceReviews,1
attentive without being intrusive and great fun around the pool,ServiceReviews,1
avoid moving around with taxi as ther is heavy traffic around all day,LocationReviews,0
avoid the city traffic jam,LocationReviews,0
