summary,type,category
air conditioned transfers from chiang mai very thorough safety briefings on arrival during activities atv 3 hour trip such fun if like me you don t want to drive your own vehicle you can sit on the back with one of the guides some of,NatureTravel,0
also best diving boat in koh tao highly recommended,NatureTravel,0
although it s supposed to be zoo but not many animals are present and that too not very well maintained aquarium was also too small and a normal species only since we didnt have anything to do on a very hot day we took our kids,NatureTravel,0
although we had our diving course with another company,NatureTravel,0
always have such a great time visiting friends at scuba dawgs amazing staff and top notching diving highly recommneded,NatureTravel,0
amazing experience i had with them the whole team is very professional and dedicated to all the requirements you might need starting from the very beginning till the end they take complete care of you this was my first diving session but i felt completely comfortable,NatureTravel,0
amazing experience many endangered species and was wonderful to get up close and personal with them all animals appeared very well fed,NatureTravel,0
amazing landscape,NatureTravel,0
amazing marine life and joerg as a instructor showed us scuba diving is safe and a lot of fun you like you have a good expirience go to seafrog multilingual instructor team thanks a lot,NatureTravel,0
amongst a great diversity of pashminas and some nice jewelry,ShoppingTravel,1
an excellent diving club,NatureTravel,0
an introduction to offshore fishing steve and his team of mr kim,NatureTravel,0
an overwhelmingly wonderful few weeks of diving and learning i was lucky to already have a limited knowledge of reefs from working with and keeping aquariums,NatureTravel,0
and 1 star for the snorkel experience,NatureTravel,0
and answered all my emails and questions there were many promptly and courteously similan diving tours was also great for early bird and last minute discount,NatureTravel,0
and brought our cousin to jalapeno diving for her to try diving for the first time we are already certified thanks to manu and his patience,NatureTravel,0
and comes with live local band only avail on sat evening seafood is freshly arrived from fishing boat nearby and prices are mainly local good food,NatureTravel,0
and even though the weather could have been better and the diving with better conditions due to rain,NatureTravel,0
and great choice for something to do to get away from the diving for a few also a super fun rain day activity since the wall is indoors they are opening a getaway climbing camp soon too,NatureTravel,0
and his ideas made the final product better than we expected very respectful,ShoppingTravel,1
and i highly recommend using them for your diving excursions while in the area,NatureTravel,0
and is more of a circus than a zoo very few animals in small enclosures,NatureTravel,0
and me out fishing for a half day trip and we caught 4 mahi mahi great experience and a very knowledgeable captain i would recommend him to anyone looking to have a fun fishing trip,NatureTravel,0
and most animal welfare conscious,NatureTravel,0
and now we had two days of fun diving with their phuket crew i did the booking day before via chat on their facebook,NatureTravel,0
and one of our buddies mentioned why not go fishing for a change we all agreed and called our agent to hook us up for a fishing trip on the,NatureTravel,0
and other products are all made in the northern part of thailand supporting,ShoppingTravel,1
and was amazed at the excellent diving millions of fish,NatureTravel,0
and we were able to learn so much about these incredible animals,NatureTravel,0
and wow all the animals were kept in tiny containers cages with barely any water,NatureTravel,0
animal cruelty the cages and pits are to small for the animals water is just a little puddle of filthy water,NatureTravel,0
animals are treated badly,NatureTravel,0
anyone wanting to go on a fishing charter in thailand look no further alex was great to deal with and him and his crew were absolutely amazing we went in the low fishing season and alex made no promises but they still got us into,NatureTravel,0
as a diving novice was very lucky to have michael,NatureTravel,0
as a group of 2 we did the 2 day open water diving course,NatureTravel,0
as a newbie to fishing,NatureTravel,0
as i was terrified at the thought of doing scuba diving matt is very patient,NatureTravel,0
as one of my friend suggested that he has some great designs in terms of blazers and very trust worthy in terms of quality product i stitched my blazer from him this time i visited bkk and its was,ShoppingTravel,1
as soon as you enter you completely feel transported into the realm of crystals and stones the energy is so comfortable and relaxing it feels like every piece of jewelry was made with love and kindness if your looking for a unique,ShoppingTravel,1
at least they should have fan looked as if they are transporting animals not worth for the money spent,NatureTravel,0
atv,NatureTravel,0
atv quad bike mate it was sooo fun but a little bit dangerous because you can hit anything very rough terrain if you hit a tree it will cost you 5000 baht which is 235 aud i fell off a lot because it was,NatureTravel,0
atv rides,NatureTravel,0
atv tour booked for 90 minutes,NatureTravel,0
awesome diving,NatureTravel,0
awesome is the word in my head throughoht my tour i went solo and communicated with the owner a really cool guy who designed the electric atv and run the business all on his own in advance on what type of experience i wanted the,NatureTravel,0
bang po is also a popular fishing town,NatureTravel,0
because i thought this beautiful country is not exactly world class in terms of diving i was wrong alice,NatureTravel,0
been out to mike baileys eft fishing twice now last visit feb 19 while we were out there for our 30th wedding anniversary,NatureTravel,0
best diving company in the world,NatureTravel,0
bf and i just did our advanced diving certification with chang diving we had undivided attention from our diving instructor pern he was professional,NatureTravel,0
booked a snorkeling and then fishing trip through this company both were absolutely excellent after having an amazing time snorkeling decided to book a day fishing trip through them brilliant staff all really friendly and willing to help and have a chat they even made,NatureTravel,0
brenda and alex are so lovely and helpful i did 4 days diving with them which was amazing and very well organised then my husband,NatureTravel,0
but golfing is not my thing so i want to try diving,NatureTravel,0
but i am very happy with the process and with the final product the fitting was very thorough and,ShoppingTravel,1
but i did not expect to see such a badly maintenance zoo the animals are very thin,NatureTravel,0
but i only go diving every few years so do no have much experience during the day i,NatureTravel,0
but i will never forget my first diving experience here it was a brand new world and so exciting to explore highly recommended,NatureTravel,0
but that is fishing the world over the new salas are really comfortable with a good range of tackle and bait and the system of drawing for swims each evening,NatureTravel,0
but to make the handlers look cool it was not a place for animal lovers to go,NatureTravel,0
but worst of all no water findable in the cages of the animals,NatureTravel,0
calm and patient under him my confidence at diving grew and i improved another instructor i had was louis,NatureTravel,0
came to pattaya and went diving with nick great guide,NatureTravel,0
cannot quite agree with them in my eyes the animals look quite well looked after and not fearful the trainers are very patient and gentle with them our kids loved playing with the younger monkeys which seemed to have,NatureTravel,0
canoeing and then after atv riding,NatureTravel,0
captain and the crew this fishing trip feels so pure and real it is a real fishing boat selling the fish,NatureTravel,0
charm churee had some of the most service set staff we met on our vacation our diving coach helped us with everyting we needed and thought us many important things about diving he also made sure everyone were feeling comfortalble in the water and pushed,NatureTravel,0
chaweng lake exists purely to supply water to the surrounding area there are no watersports or fishing activities on the lake except for the occasional local fisherman,NatureTravel,0
cleanliness and compassion of this not for profit animal sanctuary a real must see whilst in phuket,NatureTravel,0
could not fault the zip lining itself so would give 5 stars for that however do not expect great things for the lunch and the zoo is very sad and disappointing the animals don t have much space despite the zoo being very spread out if,NatureTravel,0
couldn t have found a better instructor place to try the beginner diving course perfect for those trying to figure out if diving will be something you like spoiler you will like it and if you want to decide on getting certified huge thank you,NatureTravel,0
courteous and delivered a great product his attention to detail and willingness to make sure we were satisfied customers was impressive we will be going,ShoppingTravel,1
deep diving and dpv all in 1 week neil is nothing less than charming,NatureTravel,0
did 1 day diving trip the diving part was very good henning is professional divemaster,NatureTravel,0
did a half day fishing in a stocked lake with mio and everything went pretty well,NatureTravel,0
did sky diving with thai sky adventure was great fun let us have a closer look good 1 team is highly professional security standards are high guys keep cracking jokes,NatureTravel,0
did two days fun diving with manu,NatureTravel,0
divers and dmitriy i am valentina and i want to tell you about our diving in pattaya with dmitriy polyakov it was the best experienced diver and interesting sites in sameasan and wreck co chang i got a good advices and experiences to me from,NatureTravel,0
diving and snorkeling boats to surrounding islands in phuket it s extremely busy during high season with unbelievable loads of noisy tourist who go out on day trips the pier are in,NatureTravel,0
diving crow are excellent thy are professional,NatureTravel,0
diving guide and istructor,NatureTravel,0
diving here was one of best experiences of my life i have dove 55 times mainly in the caribbean,NatureTravel,0
diving in 20 different countries the hat yai divers as i found out they could be called are one big family of relatives from southern thailand,NatureTravel,0
diving with this guys in thailand was one of the best experiences in my life they are really friendly and professional,NatureTravel,0
do it here that is what i am going to tell all of my friends from now on i feel extremely grateful that i ended up doing my ow here it was my first diving experience ever,NatureTravel,0
do not go animals were treated badly you pay 400baths just to see how animals suffer crocodiles just wanted to get away no matter how much they tried to tiese them,NatureTravel,0
do not visit this so called monkey school rather than pumping money into an organisation which makes its money thru torturing of animals,NatureTravel,0
don and his team is professional and well organised was our first snorkling trip and was great we were well looked after and given enough opportunity to snorkel and enjoy the beautiful corals and sealife,NatureTravel,0
done my open water diving course with these and was told a couple of months after completion i would receive my licence 14 months an still no licence plus no response from company,NatureTravel,0
done scuba diving was a great experience steve and vittali was amazing people to deal with 100 satisfaction guaranteed,NatureTravel,0
during the tour i was overwhelmed by this place the love and care they show the animals was just a bit too much and i could not keep it together we walked dogs and got a tour of the place such amazing work every animal has,NatureTravel,0
each occtopus has its own diving computer small diving groups and taking care of you,NatureTravel,0
earning money from other creatures sufferings horrible place poor animals it is like an evil circus of no emotions,NatureTravel,0
earrings and a bracelet that where made to order service was great and my wife was more than happy this is a place if you look for jewelry for everyday use with the special touch to it,ShoppingTravel,1
either dipping our toes into diving or on their many trips we had a fabulous time key highlights were the owd course with sandra,NatureTravel,0
english and more a big advantage are the small diving groups which make it possible for,NatureTravel,0
especially for the person who like fishing the bungalow is nice also the food we had an experienced to caught many big fish until we got our arm and back ache,NatureTravel,0
everyone s kind we were very fun i enjoyed diving the lunch was very delicious the scenery was beautiful,NatureTravel,0
excellent day tour of the phi phi islands i felt like we hit all of the main attractions and i could not believe the beauty of the landscape the phi phi islands are crowded in general because of the number of companies running tours there,NatureTravel,0
excellent diving at similan and surin national parks west coast divers had busy season behind and tiredness started to show but this being said,NatureTravel,0
excellent experience four diving days with nld in june 2019 this is my third time diving with nld gary,NatureTravel,0
excellent product,ShoppingTravel,1
excellent service and product have been looking for something like this for 4 years worth the money and time,ShoppingTravel,1
extremely well trained and terrific sales staff the assortments of product are wide,ShoppingTravel,1
first and foremost the website says they do not offer animal trekking,NatureTravel,0
first time diving was pretty scary but our instructor,NatureTravel,0
fish to feed and animals around i probably spent 20 minutes or more walking around,NatureTravel,0
fishing amazing and our guide,NatureTravel,0
fishing stations and the wild bird habitat etc it was out of this world,NatureTravel,0
for the first time diving he was very nervous,NatureTravel,0
free food i would never been scuba diving before and they made it a ton of,NatureTravel,0
freedom dolphin diving by far has the most comfiest and luxurious scuba diving boat to date in phuket with exceptional food and great diving guides 10 10 would recommend,NatureTravel,0
fresh food on board the diving instructor is very attentive leading is great beautiful scenery phuket racha yai perfect trip will choose again racha yai,NatureTravel,0
friendly and genuine we first booked a snorkel tour to the surin islands,NatureTravel,0
friendly yard with loads of animals roaming around wanting to meet you emma is very experienced,NatureTravel,0
friends and i recently chartered the queen marlin with captain zao for a fishing day trip and had a really fun day we caught 6 tuna and a sailfish my husband and i have chartered boats all over the world and this was,NatureTravel,0
full of animal skins and horns a little disturbing and definitely not the usual kind of tourist destination i visited with my wife and we found it creepy and morbid not my cup of tea at all but i am sure there are some,NatureTravel,0
funny and dedicated to their job they are thorough on safety and only let you ride the atv when they are sure of your capacity to operate the equipment i did the tour with my mum 70,NatureTravel,0
funny and professional they showed us the astonishing underwater world and afterwards explained us the different animals with their behavior from the first minute we felt great taking care of,NatureTravel,0
genis and azul are all very professional and friendly thank you for great diving experience,NatureTravel,0
gibbons are amazing animals but sadly,NatureTravel,0
give you a lot of precious advices and she s so nice i enjoyed every seconds diving with her the,NatureTravel,0
giving you strong skills regarding safety and environmental consciousness on top of diving basics,NatureTravel,0
good catch i will recommend fishing with alex all my friends steve,NatureTravel,0
good fishing i went with nevo my 5 years old son,NatureTravel,0
good product and good price easy to pick up and return device,ShoppingTravel,1
good range of animals you can see there,NatureTravel,0
got my open water license through neptune scuba diving could not have had a better experience sam,NatureTravel,0
got to snorkel in many different locations which was nice food was good and the staff were very nice very good value for money overall,NatureTravel,0
great and happy resort to be with friends or family friendly staffs good language skills for young and old important helpful with a smile i just love it a resort i will go back with my family someday happy diving,NatureTravel,0
great day out diving with neil and the team at seafari,NatureTravel,0
great days fishing,NatureTravel,0
great diving school very professional,NatureTravel,0
great journey we were fishing at 29 of march 2019 with mr alexey prokhorov we ordered the beluga boat it was private fishing charter two dozen of tunas waited from 1 5 to 2 5 kg and one large marlin around 15 20 kg were hooked,NatureTravel,0
great location and one of the best places to snorkel highly recommend worth s visit with family,NatureTravel,0
great place to relax and fish in a quiet friendly environment with good people and awesome fishing thanks pete,NatureTravel,0
great product and service,ShoppingTravel,1
great product highly recommended suit was made in timely fashion and just the way i wanted,ShoppingTravel,1
great service quality product,ShoppingTravel,1
great well organised trip with the ever knowledgable mio as our guide i have just returned from a full days fishing that exceeded my expectations on cat fish fishing mio was a great friendly guy that lucky spoke good english i picked me up,NatureTravel,0
gunna keep this short as other reviews have touched on many of my experiences we booked what was purported as a   half day snorkel trip   around koh phi phi,NatureTravel,0
had a great 1 hour atv ride with sai rung atv initially was a bit sceptical as it seemed not as polished as some companies but in the end thats what probably made it so great more flexible than some of the other tours our,NatureTravel,0
had a great time diving phi phi,NatureTravel,0
had a very special day diving with these guys,NatureTravel,0
had a wonderful time with tan doing sup my friends and i initially wanted to do the sup and snorkel but due to the weather and tan s very helpful updates,NatureTravel,0
had an amazing experience diving with pkt company my instructor lisa was very friendly ans helpful and made sure i had all the informations i needed before diving highly recommend you can pay more for underwater photography for memory sake,NatureTravel,0
had an amazing experience diving with them they are very friendly,NatureTravel,0
had an amazing experience on this 5 day liveaboard in thailand the diving exceeded my expectations the accommodations were great the staff of the ship went above and beyond and the divemasters were personable,NatureTravel,0
had an excellent full day tour with them stopped twice to snorkel for 30min in clear water with a lot of fish and coral to see spend enough time on each of the islands and lunch on phi phi was very good and a lot,NatureTravel,0
hardly any seaweed as a family we were hoping to snorkel but there s no coral or nearby reef so choose your resort wisely if,NatureTravel,0
hardworking and pleasant and you can genuinely feel their passion for scuba diving,NatureTravel,0
having never done any sort of diving in my life,NatureTravel,0
having previously had one less than perfect fishing trip from chalong i asked tour agency in patong a lot of questions,NatureTravel,0
helpful and steered me toward a product that,ShoppingTravel,1
here you find a diving center,NatureTravel,0
hey guys we got a trekking atv package from 8adventures and we are very glad we did the trek was a good experience,NatureTravel,0
highly recommend diving with them,NatureTravel,0
highly recommend my partner and i did the atv experience earlier today and it was our favourite thing from our holiday so far our guide fluke was brilliant,NatureTravel,0
highly recommended excellent quality product had suit,ShoppingTravel,1
home product,ShoppingTravel,1
honest and detailed in his communication i do not have much diving experience and do not own any equipment john patiently addressed my concerns and gave some,NatureTravel,0
horrible and should be closed down all the animals and snakes live in really bad and dirty conditions and are obviously scared of the keepers there was rubbish everywhere the animal cages were disgustingly dirty,NatureTravel,0
horrible if you love animals do not go there they treat them in a super cruel way it was sad to watch,NatureTravel,0
how a place like this is still open is heartbreaking animals in here are malnourished,NatureTravel,0
however the birds and animals state looked ok,NatureTravel,0
hua hin game fishing private daty fishing trips is a happy trips around hua hin thailand it is best service,NatureTravel,0
i am an instructor from greece with my own scuba diving center i felt like diving on my own center,NatureTravel,0
i am still on holiday in hua hin thailand on holiday with my 5 year old son and his two cousins 7 and 11 i said to the missus how about a fishing trip we googled fishing in hua hin and ended up at this,NatureTravel,0
i am travelling a lot looking for the best landscape and i think this could be you must go,NatureTravel,0
i apologized for the lengthy review started off being worried about how it will be like diving underwater even asked a few of my friends who are certified divers about their experience most of them gave me,NatureTravel,0
i attended 2d 1n liveboard with two of my friends in april overall it was a really nice experience and our instructor thomas was very professional and cool guy similand islands are a great diving spot would strongly recommend,NatureTravel,0
i booked a trip online for atv,NatureTravel,0
i booked and paid for a liveaboard for 3 days 2 nights i paid 800 baht for the insurance in the event anything happened while i was diving they checked the little box on the contract for insurance i ended up with ear problems from,NatureTravel,0
i booked the mv genesis through similan diving tours and it was a great experience jamie was incredibly helpful,NatureTravel,0
i cannot tell you how impressed and how happy i am with the quality of service and the final product from simon i stopped by but thought that i would not have time because i only had 2 days left he measured me that day,ShoppingTravel,1
i completed my ow aa in march at big blue with graeme it was then that i decided i wanted to further my diving education pursue my divemaster training in my mind there was only one option for me,NatureTravel,0
i did 2 days diving with sunrise recently,NatureTravel,0
i did my certification with this planet scuba many years ago they used to be really good now they only have retail shops they re not responsive to email if you are looking for a scuba diving go somewhere else,NatureTravel,0
i did my open water diving licence with valentin and he is been one of the best instructor ever making you feel confident in what you do,NatureTravel,0
i do not recommend this place at all the show was very impressive but not in a good way they teat the animals very very bad i do not like snakes and first i was scared because you are really close and there is just 0,NatureTravel,0
i ended up diving twice the same,NatureTravel,0
i felt completely comfortable when i got into the water it was so amazing scuba diving with a ton of fish and beautiful,NatureTravel,0
i got a jacket,ShoppingTravel,1
i got a pant and suit tailored here and happy with the outcome quality of material is really good bought few denim jeans and shirts also i must say price is reasonable,ShoppingTravel,1
i got a suit and 2 shirts made and kenny was very helpful,ShoppingTravel,1
i got a suit and 4 shirts done from victor co and they have done an excellent work and delivered everything in couple of days i dealt with kishen and he is very patient and always smiling and ready to deliver what he says,ShoppingTravel,1
i got a suit tailored and i am happy with the result they use good materials and work fast prices are fair,ShoppingTravel,1
i got a tip2buy some tops4my girlfriend here its amazing shop,ShoppingTravel,1
i got all my diving education done at big blue diving and got in contact with andy campbell this way this time i booked a combination of three courses sidemount,NatureTravel,0
i got recomended sahib from a friend that told me its a very good and polite tailor everything my friend told me came true nice and very helpfull i got a nice wintercoat and couple of shirts made im very pleased with the service and quality of,ShoppingTravel,1
i got roped into stopping at siam oriental tailor aka oriental suit gallery aka ab group of professionals by my taxi driver he begged me to do so because of the free gas he would get if i would just look around,ShoppingTravel,1
i got ten shirts made here during the fitting,ShoppingTravel,1
i got to rawai every few year and was pointed by my landlord to this tailor on nai harn well big mistake should have stick to my regular tailor on the main road down to rawai i have made a few suits in thailand and,ShoppingTravel,1
i guess i lucked out considering the amount of these kind of stores in patong sonny was excellent to deal with,ShoppingTravel,1
i guess it is only featured because this is the place where you board the chap phraya dinner cruise the mall itself is rather boring,ShoppingTravel,1
i guess this shopping mall used to be a nice place to go,ShoppingTravel,1
i guess you can leave your coat at home to fall meant to get drenched soaked after two falls more expensive than other,ShoppingTravel,1
i had 4 fitting for a dress they do not know how to make women clothes,ShoppingTravel,1
i had a fantastic day with kata scuba they provide second to none service and it was pleasure to deal with special thanks to my amazing instructor angie who went over and above to introduce me to scuba diving next time i would have no,NatureTravel,0
i had a few hours to fill in so i took a walk around the local market great value for money,ShoppingTravel,1
i had a great day diving around phi phi this week just me and one other diving with the lovely franck great instructor and guide passionate about the underwater world even shared his photos and found us as much quiet space underwater as was possible,NatureTravel,0
i had a great day diving in pattaya and would really recommend this company and the excellent instructor i got my open water certification 10 years ago,NatureTravel,0
i had a great experience diving with hydronauts,NatureTravel,0
i had a great talk with ray and a good day at the shop got 1suit,ShoppingTravel,1
i had a green suit tailored here by mr su and mr basu for my wedding professional and perfect fit a very satisfied customer christopher bailey ax 0489,ShoppingTravel,1
i had a jacket tailor made at louis s collection i had the initial measurement on the wednesday,ShoppingTravel,1
i had a nice cocktail dress made at sk tailor before i went to the shop,ShoppingTravel,1
i had a private one day yoga class with joy and it was very rewarding she has a fantastic energy and patience and always seems to smile i also liked that the class was or at least felt like tailored precisely to me and i,ShoppingTravel,1
i had a problem with this gorgeous ring i bought there for my girlfriend which was australian oval and very well priced with 18karat gold band i left thailand a week later and then i had an issue with the ring i contacted the store,ShoppingTravel,1
i had a short stay in phuket and i really wanted to do diving,NatureTravel,0
i had a suit and five shirts made never had clothes fit this good turn around time was two days i would highly recommend to a friend,ShoppingTravel,1
i had a suit and half a dozen shirts made up at tina s shop tina provided a great service at a reasonable price the shirts and suit were completed within a week and the suit fits great i decided to order from the rawai palm,ShoppingTravel,1
i had a suit and shirt made and could not,ShoppingTravel,1
i had a suit and two shirts done by raj what professional and friendly service not only did the clothes looked amazing,ShoppingTravel,1
i had a suit jacket,ShoppingTravel,1
i had a suit made here by two lovely chaps both manager and workers are friendly and helpful i had a tailor fitted blue suite with custom in lining the suit looked fantastic and fitted perfectly not forgetting the price was very reasonable and better,ShoppingTravel,1
i had a suit made plus a dozen shirts which all turned out perfectly i was very pleased with dev s witty but professional mannerism he was also honest and quick to point out if something did not look right and offered to make it perfect,ShoppingTravel,1
i had a three piece suit and two shirts made and the wife had this jacket and two dresses,ShoppingTravel,1
i had a winter coat made by don on my first visit to thialand exceptional quality and service i am back again for a holiday and have just had 2 dresses made although i was staying in a different area this time,ShoppingTravel,1
i had a women s business suit made and my husband had a sports jacket and a vest for his tuxedo made other traveling companions also had jackets mady by john we were all very excited with our new threads excellent customer service,ShoppingTravel,1
i had a wonderful day with a refresh and two diving trips with my instructor dennis thanks for this great day i will come back melina,NatureTravel,0
i had a wonderful experience buying 2 suits and 2 shirts from pierre boutique the fit was perfect,ShoppingTravel,1
i had a wonderful experience with this tailor but on my most recent trip,ShoppingTravel,1
i had a wonderful time cycling around the city not just down town with excellent tour guide,ShoppingTravel,1
i had a woollen coat made here during a 1 week holiday sammy an kim were great to deal with and the quality is fantastic they came to our resort twice and nothing was too much trouble highly recommend them,ShoppingTravel,1
i had an outfit made at this company the service was excellent but more importantly the quality of the finished dress was outstanding they line the material with a special stiffening and this reduces creasing in the fabric they had it ready in 24 hours,ShoppingTravel,1
i had an overcoat and two shirts and my wife had a jump suit and trousers made here we were overjoyed with the results i have had comments off strangers how nice my coat is we would recommend this lady without a doubt she is really got style,ShoppingTravel,1
i had been doing my shirts pants suit with milan suit the past few years but only realise this week that they have closed or shifted they have one of the most reasonable priced and better made clothes in bangkok after trying out afew tailor shops so,ShoppingTravel,1
i had been in bangkok for 4 days and visited several really pushy tailors,ShoppingTravel,1
i had been intending on getting some custom dress shirts and sports jacket for sometime with so many tailors in koh samui i decided to do my research to help finding the best reviewed and had been there a long time i visited mr sunil,ShoppingTravel,1
i had been seeking an instructor trainer to take the next level of technical instructor training and upgrade to padi tec deep instructor kevin black was recommended by a friend in the diving industry kevin and vincent at kiwi diver are exemplary professionals and outstanding,NatureTravel,0
i had booked a private fishing trip with phuket fishing pro for my 18 year old son,NatureTravel,0
i had dawood make me a custom 50s leather biker jacket based off of a popular design that i have wanted to own my entire life it turned out great it is fitted perfectly,ShoppingTravel,1
i had decided not but tailor made clothes in thailand but jacky convinced me,ShoppingTravel,1
i had decided to make a dress and after several fittings it was ready and very nice however we also ordered 3 jackets upon fitting all of them had issues stained,ShoppingTravel,1
i had lalwani mode atelier make 3 shirts,ShoppingTravel,1
i had left my sunglasses wrapped in my shirt and towel on the boat,ShoppingTravel,1
i had made one suit and three shirts at mode milano in bophut great service and quality a big thanks to habib,ShoppingTravel,1
i had make suits in some other place but the cashmere suits tailor is best i will recommend to all who need good suits and others outfits thanks see you next trip in bkk,ShoppingTravel,1
i had many items tailored here in one batch from my own quality fabrics i was measured from head to foot,ShoppingTravel,1
i had my first ever tailored suit made in this place and it is the best fitting garment i have ever purchased to date i wish that i lived in chang mai so i could buy more very good service would recommend,ShoppingTravel,1
i had my very first diving experience with cv divers in koh tao the company is small,NatureTravel,0
i had no intention of buying a new suit for myself or my son while we were on holiday here but ariyan is such a friendly guy and so helpful that i couldn t help myself the shop has a great selection of fabrics and he,ShoppingTravel,1
i had no plans for getting tailor made clothes,ShoppingTravel,1
i had not bee scuba diving since i was 16 years old so i was nervous to start up again after so long i called into the shop intending to do a refresher before a trip away and ended up signing up for the advanced open,ShoppingTravel,1
i had not really planned to buy a suit in bangkok because i was not sure about the quality in thailand i found big boss tailor on google and,ShoppingTravel,1
i had originally gotten suits from tailor on ten multiple years ago now i have just received my tux from them that i ordered online many years later it fits perfectly the experience could not have been better sean was great as well,ShoppingTravel,1
i had researched tailors and on reading ta reviews went here timmy was extraordinarily rude when we walked in we wore our shoes not realising that they prefer people not to wear their shoes in the store he should put up a sign about,ShoppingTravel,1
i had signed my husband up for this class as he is into karate and self defense the class was at this mall in the belle tower building,ShoppingTravel,1
i had some clothes made here and they were beautifully made fitted well and of top quality cloth,ShoppingTravel,1
i had suits and shirts made during vacation in 2012 those garments still are in good shape and are some of my favorites so for my return visit in 2018,ShoppingTravel,1
i had the following made 1 x ladies suit jacket pants pencil skirt 1 x 1950s style suit jacket and pencil skirt 2 x white cotton business shirts 1 x silk blouse 1 x blouse cost 580 aus all pieces were lined custom fitted and,ShoppingTravel,1
i had the pleasure of taking the 7 day liveaboard trip to the similans with the junk truly fantastic diving on a ship with great character and a wicked crew food was plentiful and delicious,NatureTravel,0
i had the pleasure to use andrew walker tailor services many times when andrew came abroad the textile quality is excellent and would recommend its services to any one in bangkok or during his visits to europe,ShoppingTravel,1
i had this lovely dress made for my sons wedding,ShoppingTravel,1
i had two suits and 5 shirts made at this place the quality and fit were fantastic jimmy himself was very helpful and a great host i will be buying my suits from him and having them shipped to the states highly recommend this establishment,ShoppingTravel,1
i had two suits made a blue linen one and a tweed 3 piece and two shirts all of which are absolutely amazing the service was great and its not long until you feel like you have been going here for years when we return,ShoppingTravel,1
i had two suits tailored here from start to finish in four days at a price you would be lucky to get off the rack in the us there is no reason to go anywhere else,ShoppingTravel,1
i had two summer dresses made by the new boss tailor and i m very pleased with the results the dresses turned out even better than the pictures i provided fabric is good quality,ShoppingTravel,1
i had wanted to do that diving cruise for a long time,NatureTravel,0
i happened inside this little shop because of a pretty fabric hanging in the window once inside,ShoppingTravel,1
i happened on john s shop while shopping and was glad i did great service,ShoppingTravel,1
i happened to be passing through mbk mall when i was allured by some stunning suits in a shop,ShoppingTravel,1
i happened to visit this mall yesterday near weekend market chatuchak called union mall because i heard the weekend market is not open although the website say so it s air con,ShoppingTravel,1
i happened upon this market today when i took the riverboat crossing 4 baht from wat arun to wat pho the market is on the tha tien pier and you have to walk through it to get out of the pier and to the grand,ShoppingTravel,1
